Bug_ID,Bug_Summary,Bug_Description
STORM-3852,Storm 1.2.4 Vulnerability in Grype Scan,"[ Grype|https://github.com/anchore/grype] scan done on Storm 1.2.4 distribution identifies several vulnerabilities due dependent jars of several modules. Please refer to attached xls workbook for a detailed listing.

Summary of all CVEs are as below. Mitigating critical and high vulnerabilities are much needed for production deployment of storm. Please investigate and advise how the critical and high defects can be addressed at minimum.


||Severity||Count||
|Critical|63|
|High|122|
|Medium|43|
|Low|7|

*NOTE* : Over 90% of reported issues are originating from Storm external folder artifacts. Without considering artifacts in external folder the reported summary is as below.
||Severity||Count||
|Critical|14|
|High|31|
|Medium|24|
|Low|4|

 "
STORM-3840,log4j vulnerability,"Hi Team,

 

When we ran our vulnerability scanner we found following components has log4j vulnerability

lib/jetty-servlets-9.4.14.v20181114.jar
lib/kafka-clients-0.11.0.3.jar
lib-tools/sql/core/protobuf-java-3.1.0.jar
lib-tools/sql/runtime/calcite-core-1.14.0.jar
lib-tools/sql/runtime/guava-16.0.1.jar
lib-tools/sql/runtime/guava-16.0.1.jar
lib-webapp/dropwizard-validation-1.3.5.jar
lib-webapp/dropwizard-validation-1.3.5.jar
lib-webapp/hibernate-validator-5.4.2.Final.jar
lib-webapp/hibernate-validator-6.0.17.Final.jar
lib-webapp/hibernate-validator-6.0.17.Final.jar
lib-webapp/jakarta.el-3.0.2.jar

 

Required versions to resolve vulnerabilities :

 

jetty-servlets > 9.4.41.v20210516
kafka-clients > 2.1.1
protobuf-java > 3.4.0
calcite-core > 1.26.0
guava > 30.0
dropwizard-validation > 1.3.21
hibernate-validator > 6.0.20
jakartha-el > 3.0.4

 

is there any procedure to follow to resolve this vulnerability issue while changing the required libraries in the given storm version? or Apache Storm team is planning to release a new version of Storm which handles the vulnerability issues?

 

Kindly let is know your feedback so that we can either upgrade the given packages under the current version of storm we have or we download the newer version of storm which implicitly handles this issue.

 

Thanks in advance

 

Regards,

Adarsh"
STORM-3829,Remove log4j version 1 (1.2.17) from storm-core,"storm-core/pom.xml has the following entry:

{code:java}
        <!--Hadoop Mini Cluster cannot use log4j2 bridge,
        Surefire has a way to exclude the conflicting log4j API jar
        from the classpath, classpathDependencyExcludes, but it didn't work in practice.
        This is here as a work around to place it at the beginning of the classpath
        even though maven does not officially support ordering of the classpath.-->
        <dependency>
            <groupId>log4j</groupId>
            <artifactId>log4j</artifactId>
            <version>1.2.17</version>
            <scope>test</scope>
        </dependency>
{code}

This dependency can be removed. ""mvn test"" goes to success. And ""mvn dependency:tree | grep log4j"" shows no transitive dependency on log4j-1.2.17.
"
STORM-3823,Release Prep fails in storm-client/test/py/test_storm_cli.py,"When running the release preparation script via:
      *mvn release:prepare -P dist,rat,externals,examples*
the python test script *storm-client/test/py/test_storm_cli.py* fails because the command generated by storm.py is slightly different than what the test script expects.

In particular, directories are added to java classpath with a ""/*"". This is correct.
However, the test script does not expect this.

Fix the test script storm-client/test/py/test_storm_cli.py to append ""/*"" to directories that contain jar files."
STORM-3818,Joining more than 2 streams in Stream API,"Joining two streams in storms Stream API works fine as described in the docs with the scheme: {{streamA.window(...).join(streamB)}}

However, when joining the result with a third join, a `punctuation error` is thrown.

So there is a way missing of joining {_}three streams{_}? I think, that one window configuration is enough. So the pseudocode would look like: {{{}streamA.window(...).join(streamB).join(streamC){}}}. However, this raises a punctuation error.

Here is the error log:
{code:java}
Caused by: java.lang.IllegalStateException: Received punctuation from streams [s6] expected [s7]
    at org.apache.storm.streams.ProcessorBoltDelegate.shouldPunctuate(ProcessorBoltDelegate.java:287) ~[classes/:?]
    at org.apache.storm.streams.ProcessorBoltDelegate.punctuateInitialProcessors(ProcessorBoltDelegate.java:189) ~[classes/:?]
    at org.apache.storm.streams.ProcessorBoltDelegate.process(ProcessorBoltDelegate.java:179) ~[classes/:?]
    at org.apache.storm.streams.WindowedProcessorBolt.execute(WindowedProcessorBolt.java:68) ~[classes/:?]
    at org.apache.storm.topology.WindowedBoltExecutor.boltExecute(WindowedBoltExecutor.java:371) ~[classes/:?]
    at org.apache.storm.topology.WindowedBoltExecutor$1.onActivation(WindowedBoltExecutor.java:364) ~[classes/:?]
    at org.apache.storm.windowing.WindowManager.onTrigger(WindowManager.java:156) ~[classes/:?]
    at org.apache.storm.windowing.TimeTriggerPolicy$1.run(TimeTriggerPolicy.java:119) ~[classes/:?]
    at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:515) ~[?:?]
    at java.util.concurrent.FutureTask.runAndReset(FutureTask.java:305) ~[?:?]
    at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:305) ~[?:?]
    at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128) ~[?:?]
    at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628) ~[?:?]
    ... 1 more {code}
 "
STORM-3817,"Upgrading to Zookeeper 3.5.x, 3.6.x or 3.7.x","Is there any possibility to upgrade the [shaded zookeeper version |https://github.com/apache/storm/blob/master/storm-shaded-deps/pom.xml#L64] from 3.4.14 to a newer version? Or are there any reasons for not doing an upgrade right now?

I am doing some testing with Storm in a Java 17 environment and it looks like I am suffering from this Zookeeper specific issue present in 3.4.14: https://issues.apache.org/jira/browse/ZOOKEEPER-3779

If necessary I can also provide a PR for an upgrade to 3.5.x, 3.6.x or 3.7.x

UPDATE: Looks like curator depends on 3.5.x - so probably 3.5.x should be an option."
STORM-3816,Unrecognized VM option 'PrintGCDateStamps',"When starting storm using the official docker images [https://hub.docker.com/_/storm] following the listed example, then deploying a topology - the worker does not come up (logs inside of the supervisor):
{code:java}
2022-01-10 14:24:14.803 STDERR Thread-0 [INFO] Unrecognized VM option 'PrintGCDateStamps'
2022-01-10 14:24:14.803 STDERR Thread-1 [INFO] [0.001s][warning][gc] -Xloggc is deprecated. Will use -Xlog:gc:artifacts/gc.log instead.
2022-01-10 14:24:14.811 STDERR Thread-0 [INFO] Error: Could not create the Java Virtual Machine.
2022-01-10 14:24:14.811 STDERR Thread-0 [INFO] Error: A fatal exception has occurred. Program will exit. {code}"
STORM-3814,"storm-core: Remediate log4j critical vulnerabilities -> 2.16.0 or newer, prefer 2.17.1","* [https://logging.apache.org/log4j/2.x/security.html]

 

*In order to remediate these bugs with Log4j, please update Storm 2.3.0 and 1.2.3* 
 * Criticals
 ** Fixed in Log4j 2.16.0 (Java 8) and Log4j 2.12.2 (Java 7)
 *** [CVE-2021-45046|https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-45046]: Apache Log4j2 Thread Context Lookup Pattern vulnerable to remote code execution in certain non-default configurations
 ** Fixed in Log4j 2.15.0 (Java 8)
 *** [CVE-2021-44228|https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-44228]: Apache Log4j2 JNDI features do not protect against attacker controlled LDAP and other JNDI related endpoints.
 * Moderates
 ** Fixed in Log4j 2.17.1 (Java 8), 2.12.4 (Java 7) and 2.3.2 (Java 6)
 *** [CVE-2021-44832|https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-44832]: Apache Log4j2 vulnerable to RCE via JDBC Appender when attacker controls configuration.
 ** Fixed in Log4j 2.17.0 (Java 8), 2.12.3 (Java 7) and 2.3.1 (Java 6)
 *** [CVE-2021-45105|https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-45105]: Apache Log4j2 does not always protect from infinite recursion in lookup evaluation

 "
STORM-3810,CVE-2021-44228 Log4J vulnerability,"Recent critical CVE about Log4J ([https://www.cvedetails.com/cve/CVE-2021-44228/)] affects Storm.

Please upgrade to latest Log4j2 >= 2.16.0 (see [https://search.maven.org/artifact/org.apache.logging.log4j/log4j/2.16.0/pom)] in 1.2.X Storm branch and also in 2.X.X Storm branches.

Thank you!"
STORM-3809,CVE-2021-44228 Log4Shell: upgrade log4j2,"Recent critical CVE about log4shell ([https://www.cvedetails.com/cve/CVE-2021-44228/)] affects Storm. (Eg: in Storm 2.2.0, it uses log4j-api-2.11.2.jar) Any log4j2 between 2.0 and 2.14 is affected.

 

I did not found any issue or news related to Apache Storm and a fix. So I create this ticket to track it down.

Please upgrade to latest Log4j2 >= 2.16.0 (see [https://search.maven.org/artifact/org.apache.logging.log4j/log4j/2.16.0/pom)] in both 2.2.X and 2.3.X Storm branches. Thank you!

 "
STORM-3806,Enable the Debug action of the topology by bypassing the configur file through the webapp interface,"{{    If I want to turn on the Debug action of topology, I need to set _topology.eventlogger.executors > 0_ in the Nimbus configuration file.Refer to the figure below:}}

!image-2021-11-08-15-46-36-131.png|width=640,height=304!

 

{{   But I found that this restriction can be bypassed.}}{{   If I don't set topology.eventlogger.executors, I can directly send HTTP request package to enable topology Debug the action. Refer to the following figure for HTTP request package:}}

!image-2021-11-08-15-56-33-059.png|width=1703,height=270!"
STORM-3798,Nimbus keep on crash once restart nimbus machine,"I have setup the storm cluster in AWS environment with 6 node clusters. 1 Master and 5 slave and the zookeeper are installed in 3 node clusters.
 
When I shutdown zookeeper and storm nodes every day night and start in the morning, When the machine boots up I have started all the nimbus and supervisor and zookeeper service via supervisord. Once machine up all the service are running but in the nimbus logs I am getting ""java.lang.RuntimeException: No nimbus leader participant host found, have you started your nimbus hosts?"" error.
 
I have restarted zookeeper and nimbus also not working still getting this error. Once I remove all the data from zookeeper data directly then restart zookeeper and storm service then working fine.
Why I have to do this everyday when the machine starts up? how can I fix this issue. When machine boot up all the service should work fine."
STORM-3797,Cannot generate storm.thrift using Golang generator,"Generating Go code from storm.thrift fails with the following message:

[FAILURE:generation:1] Error: Cannot produce a valid type for a Go map key: []int64 - aborting.

 

The offending lines:

[https://github.com/apache/storm/blob/b5252eda18e76c4f42af58d7481ea66cf3ec8471/storm-client/src/storm.thrift#L517-L518|https://github.com/apache/storm/blob/b5252eda18e76c4f42af58d7481ea66cf3ec8471/storm-client/src/storm.thrift#L518]

 

Golang does not allow slices to be used as a key for a map since they are not comparable using the equality operator. Otherwise the rest of it will generate just fine if those maps are commented out.

 

What is the significance of those maps?"
STORM-3796,How many topologies can create in a cluster?,"This is not a bug. I want to know the topologies behaviour. I read many sites related to Storm's topologies design setup. But, I didn't get clarity.

In my project, I am going to processing more than a million records. So, I planned to create topologies dynamically based on internal modules. The count might be reached more than a thousand. My doubt is what is the best way to manage topologies? How many topologies can be created in a single cluster? Are there any problems with maintaining multiple topologies?"
STORM-3785,Rate metrics are wrongly divided by 1000000,"customers complained about odd behavior of storm rate metrics (m1_rate, etc). It turns out to be a Storm bug:

https://github.com/apache/storm/blob/master/storm-client/src/jvm/org/apache/storm/executor/Executor.java#L416
https://github.com/apache/storm/blob/master/storm-client/src/jvm/org/apache/storm/executor/Executor.java#L437


"
