Bug_ID,Bug_Summary,Bug_Description
HIVE-25104,Backward incompatible timestamp serialization in Parquet for certain timezones,"HIVE-12192, HIVE-20007 changed the way that timestamp computations are performed and to some extend how timestamps are serialized and deserialized in files (Parquet, Avro).

In versions that include HIVE-12192 or HIVE-20007 the serialization in Parquet files is not backwards compatible. In other words writing timestamps with a version of Hive that includes HIVE-12192/HIVE-20007 and reading them with another (not including the previous issues) may lead to different results depending on the default timezone of the system.

Consider the following scenario where the default system timezone is set to US/Pacific.

At apache/master commit 37f13b02dff94e310d77febd60f93d5a205254d3
{code:sql}
CREATE EXTERNAL TABLE employee(eid INT,birth timestamp) STORED AS PARQUET
 LOCATION '/tmp/hiveexttbl/employee';
INSERT INTO employee VALUES (1, '1880-01-01 00:00:00');
INSERT INTO employee VALUES (2, '1884-01-01 00:00:00');
INSERT INTO employee VALUES (3, '1990-01-01 00:00:00');
SELECT * FROM employee;
{code}
|1|1880-01-01 00:00:00|
|2|1884-01-01 00:00:00|
|3|1990-01-01 00:00:00|

At apache/branch-2.3 commit 324f9faf12d4b91a9359391810cb3312c004d356
{code:sql}
CREATE EXTERNAL TABLE employee(eid INT,birth timestamp) STORED AS PARQUET
 LOCATION '/tmp/hiveexttbl/employee';
SELECT * FROM employee;
{code}
|1|1879-12-31 23:52:58|
|2|1884-01-01 00:00:00|
|3|1990-01-01 00:00:00|

The timestamp for {{eid=1}} in branch-2.3 is different from the one in master."
HIVE-24815,"Remove ""IDXS"" Table from Metastore Schema","In Hive 3 the rarely used ""INDEXES"" was removed from the DDL

https://issues.apache.org/jira/browse/HIVE-18448

 

There are a few issues here:
 # The Standalone-Metastore schema for Hive 3+ all include the ""IDXS"" table, which has no function.
 ** [https://github.com/apache/hive/tree/master/standalone-metastore/metastore-server/src/main/sql/mysql]
 # The upgrade schemas from 2.x -> 3.x do not do any cleanup of the IDXS table
 ** If a user used the ""INDEXES"" feature in 2.x and then upgrades their metastore to 3.x+ they cannot drop any table that has an index on it due to ""IDXS_FK1"" constraint since the TBLS entry is referenced in the IDXS table
 ** Since INDEX is no longer in the DDL they cannot run any command from Hive to drop the index.
 ** Users can manually connect to the metastore and either drop the IDXS table or the foreign key constraint

 

Since indexes provide no benefits in Hive 3+ it should be fine to drop them completely in the schema upgrade scripts. At the very least the 2.x -> 3.x+ scripts should drop the fk constraint."
HIVE-24636,Memory leak due to stacking UDFClassLoader in Apache Commons LogFactory,"Much the same as [HIVE-7563|https://issues.apache.org/jira/browse/HIVE-7563], after ClassLoader is closed in JavaUtils, it should be released by Apache Commons LogFactory, or the ClassLoader can't be Garbage Collected, which leads to memory leak, exactly our PROD met."
HIVE-24570,Hive on spark tmp file should be delete when driver process finished,"Hive on spark tmp file should be delete when driver process finished, now it`s in java.io.tmpdir (default /tmp) directory until hiveserver jvm is stop"
HIVE-24423,Improve DbNotificationListener Thread,"Clean up and simplify {{DbNotificationListener}} thread class.

Most importantly, stop the thread and wait for it to finish before launching a new thread."
HIVE-24348,Beeline: Isolating dependencies and execution with java,"Currently, beeline code, binaries and executables are somewhat tightly coupled with the hive product. To be able to execute beeline from a node with just JRE installed and some jars in classpath is impossible.
* beeline.sh/hive scripts rely on HADOOP_HOME to be set which are designed to use ""hadoop"" executable to run beeline.
* Ideally, just the hive-beeline.jar and hive-jdbc-standalone jars should be enough but sadly they arent. The latter jar adds more problems than it solves because all the classfiles are shaded some dependencies cannot be resolved.
* Beeline has many other dependencies like hive-exec, hive-common. hadoop-common, supercsv, jline, commons-cli, commons-io, commons-logging etc. While it may not be possible to eliminate some of these, we should atleast have a self-contains jar that contains all these to be able to make it work.
* the underlying script used to run beeline should use JAVA as an alternate means to execute if HADOOP_HOME is not set"
HIVE-24288,Files created by CompileProcessor have incorrect permissions,Compile processor generates some temporary files as part of processing. These need to be cleaned up on exit from CLI.
HIVE-24245,Vectorized PTF with count and distinct over partition producing incorrect results.,"Vectorized PTF for count and distinct over partition is broken. It produces incorrect results.
Below is the test case.

{code}
CREATE TABLE bigd781b_new (
  id int,
  txt1 string,
  txt2 string,
  cda_date int,
  cda_job_name varchar(12));

INSERT INTO bigd781b_new VALUES 
  (1,'2010005759','7164335675012038',20200528,'load1'),
  (2,'2010005759','7164335675012038',20200528,'load2');
{code}

Running below query produces incorrect results

{code}
SELECT
    txt1,
    txt2,
    count(distinct txt1) over(partition by txt1) as n,
    count(distinct txt2) over(partition by txt2) as m
FROM bigd781b_new
{code}

as below.

{code}
+-------------+-------------------+----+----+
|    txt1     |       txt2        | n  | m  |
+-------------+-------------------+----+----+
| 2010005759  | 7164335675012038  | 2  | 2  |
| 2010005759  | 7164335675012038  | 2  | 2  |
+-------------+-------------------+----+----+
{code}

While the correct output would be

{code}
+-------------+-------------------+----+----+
|    txt1     |       txt2        | n  | m  |
+-------------+-------------------+----+----+
| 2010005759  | 7164335675012038  | 1  | 1  |
| 2010005759  | 7164335675012038  | 1  | 1  |
+-------------+-------------------+----+----+
{code}


The problem does not appear after setting below property
set hive.vectorized.execution.ptf.enabled=false;
"
HIVE-24122,"When CBO is enable, CAST(STR as Bigint)IS NOT NULL result is wrong ","{code:java}
create  database testdb;
CREATE TABLE IF NOT EXISTS testdb.z_tab 
( 
    SEARCHWORD    STRING, 
    COUNT_NUM     BIGINT, 
    WORDS         STRING 
) 
ROW FORMAT DELIMITED FIELDS TERMINATED BY ',' 
STORED AS TEXTFILE;
insert into table testdb.z_tab values('hivetest',111,'aaa'),('hivetest2',111,'bbb');

set hive.cbo.enable=true;

SELECT CAST(searchword as bigint) IS NOT NULL FROM testdb.z_tab;
SELECT CAST(searchword as bigint) IS NULL FROM testdb.z_tab;
{code}
The SQL results for both queries are the same， as follows:
{noformat}
+-------+
|  _c0  |
+-------+
| true  |
| true  |
+-------+{noformat}
SELECT CAST(searchword as bigint) IS NOT NULL FROM testdb.z_tab;  execute result is wrong

 "
HIVE-24094,"cast type mismatch and use is not null, the results are error if cbo is true","1.CREATE TABLE IF NOT EXISTS testa
( 
 SEARCHWORD STRING, 
 COUNT_NUM BIGINT, 
 WORDS STRING 
) 
ROW FORMAT DELIMITED FIELDS TERMINATED BY '\27' 
STORED AS TEXTFILE; 

2.insert into testa values('searchword', 1, 'a');

3.set hive.cbo.enable=false;

4.SELECT 
CASE 
 WHEN CAST(searchword as bigint) IS NOT NULL THEN CAST(CAST(searchword as bigint) as String) 
 ELSE searchword 
END AS WORDS, 
searchword FROM testa;

!image-2020-08-31-10-01-26-250.png!

5.set hive.cbo.enable=true;

6.SELECT 
CASE 
 WHEN CAST(searchword as bigint) IS NOT NULL THEN CAST(CAST(searchword as bigint) as String) 
 ELSE searchword 
END AS WORDS, 
searchword FROM testa;

!image-2020-08-31-10-02-39-154.png!"
HIVE-23873,Querying Hive JDBCStorageHandler table fails with NPE when CBO is off,"Scenario is Hive table having same schema as table in Oracle, however when we query the table with data it fails with NPE, below is the trace.

{code}
Caused by: java.io.IOException: java.lang.NullPointerException
        at org.apache.hadoop.hive.ql.exec.FetchOperator.getNextRow(FetchOperator.java:617) ~[hive-exec-3.1.0.3.1.5.0-152.jar:3.1.0.3.1.5.0-152]
        at org.apache.hadoop.hive.ql.exec.FetchOperator.pushRow(FetchOperator.java:524) ~[hive-exec-3.1.0.3.1.5.0-152.jar:3.1.0.3.1.5.0-152]
        at org.apache.hadoop.hive.ql.exec.FetchTask.fetch(FetchTask.java:146) ~[hive-exec-3.1.0.3.1.5.0-152.jar:3.1.0.3.1.5.0-152]
        at org.apache.hadoop.hive.ql.Driver.getResults(Driver.java:2739) ~[hive-exec-3.1.0.3.1.5.0-152.jar:3.1.0.3.1.5.0-152]
        at org.apache.hadoop.hive.ql.reexec.ReExecDriver.getResults(ReExecDriver.java:229) ~[hive-exec-3.1.0.3.1.5.0-152.jar:3.1.0.3.1.5.0-152]
        at org.apache.hive.service.cli.operation.SQLOperation.getNextRowSet(SQLOperation.java:473) ~[hive-service-3.1.0.3.1.5.0-152.jar:3.1.0.3.1.5.0-152]
        ... 34 more
Caused by: java.lang.NullPointerException
        at org.apache.hive.storage.jdbc.JdbcSerDe.deserialize(JdbcSerDe.java:164) ~[hive-jdbc-handler-3.1.0.3.1.5.0-152.jar:3.1.0.3.1.5.0-152]
        at org.apache.hadoop.hive.ql.exec.FetchOperator.getNextRow(FetchOperator.java:598) ~[hive-exec-3.1.0.3.1.5.0-152.jar:3.1.0.3.1.5.0-152]
        at org.apache.hadoop.hive.ql.exec.FetchOperator.pushRow(FetchOperator.java:524) ~[hive-exec-3.1.0.3.1.5.0-152.jar:3.1.0.3.1.5.0-152]
        at org.apache.hadoop.hive.ql.exec.FetchTask.fetch(FetchTask.java:146) ~[hive-exec-3.1.0.3.1.5.0-152.jar:3.1.0.3.1.5.0-152]
        at org.apache.hadoop.hive.ql.Driver.getResults(Driver.java:2739) ~[hive-exec-3.1.0.3.1.5.0-152.jar:3.1.0.3.1.5.0-152]
        at org.apache.hadoop.hive.ql.reexec.ReExecDriver.getResults(ReExecDriver.java:229) ~[hive-exec-3.1.0.3.1.5.0-152.jar:3.1.0.3.1.5.0-152]
        at org.apache.hive.service.cli.operation.SQLOperation.getNextRowSet(SQLOperation.java:473) ~[hive-service-3.1.0.3.1.5.0-152.jar:3.1.0.3.1.5.0-152]
        ... 34 more
{code}

Problem appears when column names in Oracle are in Upper case and since in Hive, table and column names are forced to store in lowercase during creation. User runs into NPE error while fetching data.

While deserializing data, input consists of column names in lower case which fails to get the value

https://github.com/apache/hive/blob/rel/release-3.1.2/jdbc-handler/src/main/java/org/apache/hive/storage/jdbc/JdbcSerDe.java#L136
{code}
rowVal = ((ObjectWritable)value).get();
{code}

Log Snio:
=============
{code}
2020-07-17T16:49:09,598 INFO  [04ed42ec-91d2-4662-aee7-37e840a06036 HiveServer2-Handler-Pool: Thread-104]: dao.GenericJdbcDatabaseAccessor (:()) - Query to execute is [select * from TESTHIVEJDBCSTORAGE]
2020-07-17T16:49:10,642 INFO  [04ed42ec-91d2-4662-aee7-37e840a06036 HiveServer2-Handler-Pool: Thread-104]: jdbc.JdbcSerDe (:()) - *** ColumnKey = ID
2020-07-17T16:49:10,642 INFO  [04ed42ec-91d2-4662-aee7-37e840a06036 HiveServer2-Handler-Pool: Thread-104]: jdbc.JdbcSerDe (:()) - *** Blob value = {fname=OW[class=class java.lang.String,value=Name1], id=OW[class=class java.lang.Integer,value=1]}
{code}

Simple Reproducer for this case.
=============
1. Create table in Oracle
{code}
create table TESTHIVEJDBCSTORAGE(ID INT, FNAME VARCHAR(20));
{code}

2. Insert dummy data.
{code}
Insert into TESTHIVEJDBCSTORAGE values (1, 'Name1');
{code}

3. Create JDBCStorageHandler table in Hive.
{code}
CREATE EXTERNAL TABLE default.TESTHIVEJDBCSTORAGE_HIVE_TBL (ID INT, FNAME VARCHAR(20)) 
STORED BY 'org.apache.hive.storage.jdbc.JdbcStorageHandler' 
TBLPROPERTIES ( 
""hive.sql.database.type"" = ""ORACLE"", 
""hive.sql.jdbc.driver"" = ""oracle.jdbc.OracleDriver"", 
""hive.sql.jdbc.url"" = ""jdbc:oracle:thin:@orachehostname/XE"", 
""hive.sql.dbcp.username"" = ""chiran"", 
""hive.sql.dbcp.password"" = ""supersecurepassword"", 
""hive.sql.table"" = ""TESTHIVEJDBCSTORAGE"", 
""hive.sql.dbcp.maxActive"" = ""1"" 
);
{code}

4. Query Hive table, fails with NPE.
{code}
> select * from default.TESTHIVEJDBCSTORAGE_HIVE_TBL;
INFO  : Compiling command(queryId=hive_20200717164857_cd6f5020-4a69-4a2d-9e63-9db99d0121bc): select * from default.TESTHIVEJDBCSTORAGE_HIVE_TBL
INFO  : Semantic Analysis Completed (retrial = false)
INFO  : Returning Hive schema: Schema(fieldSchemas:[FieldSchema(name:testhivejdbcstorage_hive_tbl.id, type:int, comment:null), FieldSchema(name:testhivejdbcstorage_hive_tbl.fname, type:varchar(20), comment:null)], properties:null)
INFO  : Completed compiling command(queryId=hive_20200717164857_cd6f5020-4a69-4a2d-9e63-9db99d0121bc); Time taken: 9.914 seconds
INFO  : Executing command(queryId=hive_20200717164857_cd6f5020-4a69-4a2d-9e63-9db99d0121bc): select * from default.TESTHIVEJDBCSTORAGE_HIVE_TBL
INFO  : Completed executing command(queryId=hive_20200717164857_cd6f5020-4a69-4a2d-9e63-9db99d0121bc); Time taken: 0.019 seconds
INFO  : OK
Error: java.io.IOException: java.lang.NullPointerException (state=,code=0)
{code}

Assuming that there are no repercussions, can we convert the column names to lowercase fetched from Database/Query pointing to table in JDBCStorageHandler?
Attaching the patch for the case."
HIVE-23717,In jdbcUrl add config to create External + purge table by default	,"External + purge tables are more backward compatible with the old managed tables.

Applications can use a HS2 URL that sets the session level property for default table type to external-purge tables to be true.
 As part of this we need a notion of a ""session level only"" config parameter(s).

Adding a new jdbc config: *hiveCreateAsExternalLegacy*, a hs2 config *hive.create.as.external.legacy*, when set to true, create external purge table by default.

Adding *MANAGED* keyword. ""create managed table"" will create table based on hive.create.as.acid and hive.craete.as.insert.only values, not impacted by the new config."
